StockCode,ProductDescription,TotalQuantity,TotalRevenue,TotalOrders,InventoryStatus,Recommendation
22204,MILK PAN BLUE POLKADOT,123,403.75,41,Medium Demand,Maintain Stock
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,123,104.55,19,Medium Demand,Maintain Stock
23416,CHAMBRE HOOK,123,155.07,18,Medium Demand,Maintain Stock
90030B,RED KUKUI COCONUT SEED NECKLACE,122,191.3,19,Medium Demand,Maintain Stock
22289,HANGING METAL CHICKEN DECORATION,122,152.5,19,Medium Demand,Maintain Stock
23360,SET 8 CANDLES VINTAGE DOILEY,122,216.29999999999998,7,Medium Demand,Maintain Stock
16050,TEATIME PENCIL WITH RUBBER,122,30.5,4,Medium Demand,Maintain Stock
84985B,SET OF 72 BLACK PAPER DOILIES ,122,176.89999999999998,19,Medium Demand,Maintain Stock
21226,POCKET MIRROR WOODLAND,122,152.5,20,Medium Demand,Maintain Stock
84405A,S/3 PINK COL METAL BASKET W HANDLE,122,900.3000000000001,45,Medium Demand,Maintain Stock
15058B,PINK POLKADOT GARDEN PARASOL,121,913.95,44,Medium Demand,Maintain Stock
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,121,453.75,44,Medium Demand,Maintain Stock
47598,NEW ENGLAND EGG WARMER,120,66.0,23,Medium Demand,Maintain Stock
84823,DANISH ROSE FOLDING CHAIR,120,1210.0,29,Medium Demand,Maintain Stock
22645,CERAMIC HEART CAKE MONEY BANK,120,159.6,5,Medium Demand,Maintain Stock
23236,DOILEY BISCUIT TIN,120,327.59999999999997,13,Medium Demand,Maintain Stock
37333,"RETRO ""TEA FOR ONE"" ",120,545.4,34,Medium Demand,Maintain Stock
85072,OCCASIONS GIFT CARD ASSORTMENT,120,66.0,1,Medium Demand,Maintain Stock
23194,GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003,14,Medium Demand,Maintain Stock
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,120,238.56,6,Medium Demand,Maintain Stock
72781,BLACK SILOUETTE CANDLE PLATE ,120,227.4,14,Medium Demand,Maintain Stock
23169,CLASSIC GLASS SWEET JAR,119,479.45,14,Medium Demand,Maintain Stock
84782A,PINK 3 TIER GLASS PLATE STAND,119,840.45,26,Medium Demand,Maintain Stock
37462B,"PET MUG, BUDGIE",119,49.980000000000004,5,Medium Demand,Maintain Stock
22833,HALL CABINET WITH 3 DRAWERS,118,4013.59,11,Medium Demand,Maintain Stock
90200A,PURPLE SWEETHEART BRACELET,118,501.5,43,Medium Demand,Maintain Stock
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,118,331.42,20,Medium Demand,Maintain Stock
82587,TEXRIO TOMATOES CANDLE+CUP,118,142.94,32,Medium Demand,Maintain Stock
23521,WALL ART CAT AND BIRD ,118,324.98,18,Medium Demand,Maintain Stock
84924A,WAKE UP COCKEREL CALENDAR SIGN ,117,449.88,46,Medium Demand,Maintain Stock
23021,GLASS BONNE JAM JAR,117,475.95000000000005,25,Medium Demand,Maintain Stock
21582,KINGS CHOICE SMALL TUBE MATCHES,117,193.04999999999998,16,Medium Demand,Maintain Stock
22447,PIN CUSHION BABUSHKA BLUE,117,364.65000000000003,29,Medium Demand,Maintain Stock
84537B,FAIRY CAKES GIFT BAG,117,49.14,11,Medium Demand,Maintain Stock
21185, HOME SWEET HOME  BLACKBOARD,117,722.3100000000001,33,Medium Demand,Maintain Stock
20987,GEISHA GIRL CHOPSTICKS SET/5,117,228.15,12,Medium Demand,Maintain Stock
81950B,FLOWER BLUE CLOCK WITH SUCKER,116,33.64,8,Medium Demand,Maintain Stock
84968E,SET OF 16 VINTAGE BLACK CUTLERY,116,1404.81,35,Medium Demand,Maintain Stock
20672,PINK TEATIME PRINT BOWL,116,145.0,22,Medium Demand,Maintain Stock
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,116,570.8100000000001,44,Medium Demand,Maintain Stock
23142,IVORY WIRE KITCHEN ORGANISER,116,1137.65,36,Medium Demand,Maintain Stock
79534,MULTICOLOUR GLASS PLATE,116,63.800000000000004,16,Medium Demand,Maintain Stock
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,116,573.61,39,Medium Demand,Maintain Stock
20795,LARGE BLUE PROVENCAL CERAMIC BALL,116,228.84,17,Medium Demand,Maintain Stock
85146,JARDIN ETCHED GLASS SMALL BELL JAR,115,564.25,27,Medium Demand,Maintain Stock
47593A,CAROUSEL PONIES BABY BIB,115,116.87,28,Medium Demand,Maintain Stock
35638B,PINK/BLUE STRING CURTAIN ,115,268.25,8,Medium Demand,Maintain Stock
22330,72 ROUND PINK DOILIES,115,166.75,15,Medium Demand,Maintain Stock
84510C,SET OF 4 POLKADOT COASTERS,115,146.17,38,Medium Demand,Maintain Stock
72771B,BURG FLOCK GOLD CUP/CANDLE ,115,48.3,6,Medium Demand,Maintain Stock
22425,ENAMEL COLLANDER CREAM,115,527.25,21,Medium Demand,Maintain Stock
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43.32,1,Medium Demand,Maintain Stock
21420,OYSTER TRINKET BOX,114,295.62,25,Medium Demand,Maintain Stock
90214C,"LETTER ""C"" BLING KEY RING",114,117.53999999999999,35,Medium Demand,Maintain Stock
90214L,"LETTER ""L"" BLING KEY RING",114,107.94,29,Medium Demand,Maintain Stock
23104,IVORY CAFE HANGING LAMP ,114,1330.5,43,Medium Demand,Maintain Stock
22446,PIN CUSHION RUSSIAN DOLL PINK,114,381.90000000000003,26,Medium Demand,Maintain Stock
21729,SMALL MARAKESH METAL  LANTERN ,114,354.5,23,Medium Demand,Maintain Stock
84830,LARGE ENGLISH ARBORETUM,113,1195.15,7,Medium Demand,Maintain Stock
85080,PADDED RED HEART DECORATION,113,55.76,22,Medium Demand,Maintain Stock
90062,CARNIVAL BRACELET,113,1430.5,38,Medium Demand,Maintain Stock
85164B,BLACK BAROQUE CUCKOO CLOCK,113,1134.75,41,Medium Demand,Maintain Stock
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,113,312.55,18,Medium Demand,Maintain Stock
90210C,RED   ACRYLIC FACETED BANGLE,113,171.95000000000002,9,Medium Demand,Maintain Stock
85087,CANDY SPOT CUSHION COVER,113,325.11000000000007,21,Medium Demand,Maintain Stock
84358,FLOOR LAMP SHADE WOOD BASE,113,909.63,22,Medium Demand,Maintain Stock
20694,FLORAL PINK MONSTER,112,408.48,25,Medium Demand,Maintain Stock
84972L,GIANT PINK HEART MEMO HOLDER,112,442.40000000000003,44,Medium Demand,Maintain Stock
84227,HEN HOUSE W CHICK IN NEST,112,47.04,13,Medium Demand,Maintain Stock
84620,BLUE GINGHAM ROSE CUSHION COVER,111,660.45,46,Medium Demand,Maintain Stock
84709B,PINK OVAL JEWELLED MIRROR,111,629.25,41,Medium Demand,Maintain Stock
21241,GREEN POLKADOT CUP,111,94.35,10,Medium Demand,Maintain Stock
90214S,"LETTER ""S"" BLING KEY RING",111,114.75,35,Medium Demand,Maintain Stock
21002,ROSE DU SUD DRAWSTRING BAG,110,467.5,26,Medium Demand,Maintain Stock
23580,SNACK TRAY HAPPY FOREST  ,110,214.5,21,Medium Demand,Maintain Stock
72750D,F.FAIRY S/3 CANDLE/GLASS,110,226.5,11,Medium Demand,Maintain Stock
62086A,PINK RETRO BIG FLOWER BAG,110,214.5,22,Medium Demand,Maintain Stock
84913A,SOFT PINK ROSE TOWEL ,110,511.5,32,Medium Demand,Maintain Stock
21659,GLASS CAKE STAND,110,1591.7,56,Medium Demand,Maintain Stock
79342B,BROWN FLOWER LIGHTS,109,688.95,24,Medium Demand,Maintain Stock
23479,WIRE EGG BASKET ,109,819.65,40,Medium Demand,Maintain Stock
84510C,SET OF 4 POLKADOTS COASTERS,109,132.45,29,Medium Demand,Maintain Stock
90214K,"LETTER ""K"" BLING KEY RING",109,112.25,45,Medium Demand,Maintain Stock
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,109,184.21,16,Medium Demand,Maintain Stock
21395,BLUE SPOTTY BEAKER ,108,210.6,20,Medium Demand,Maintain Stock
22834,MINI HAND WARMER BABUSHKA DESIGN,108,214.8,5,Medium Demand,Maintain Stock
22785,SQUARECUSHION COVER PINK UNION FLAG,108,725.8,44,Medium Demand,Maintain Stock
23460,SWEETHEART WALL TIDY ,108,1007.0799999999999,43,Medium Demand,Maintain Stock
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,108,82.44,3,Medium Demand,Maintain Stock
21321,GLASS CHALICE BLUE  LARGE ,108,245.25,13,Medium Demand,Maintain Stock
84509A,ENGLISH ROSE PLACEMATS,107,382.05,25,Medium Demand,Maintain Stock
22384,LUNCHBAG PINK RETROSPOT,107,176.54999999999998,13,Medium Demand,Maintain Stock
37492A,YELLOW RED FLOWER PIGGY BANK,107,206.54999999999998,10,Medium Demand,Maintain Stock
90201B,BLACK ENAMEL FLOWER RING,107,315.65000000000003,18,Medium Demand,Maintain Stock
44242B,PINK FEATHERS CURTAIN,106,117.78,8,Medium Demand,Maintain Stock
21269,ANTIQUE CREAM CUTLERY SHELF ,106,901.0,58,Medium Demand,Maintain Stock
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,106,1308.3,39,Medium Demand,Maintain Stock
23045,PAPER LANTERN 5 POINT STAR MOON ,106,439.90000000000003,18,Medium Demand,Maintain Stock
21628,TRIANGULAR POUFFE VINTAGE ,106,1494.5,40,Medium Demand,Maintain Stock
79192A,RETRO PLASTIC 70'S TRAY,106,132.5,30,Medium Demand,Maintain Stock
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,106,241.5,13,Medium Demand,Maintain Stock
85232A,SET/3 POLKADOT STACKING TINS,106,507.9,37,Medium Demand,Maintain Stock
21540,DAIRY MAID CERAMIC BUTTER DISH,105,437.25,39,Medium Demand,Maintain Stock
84437A,S/6 PINK EASTER DECS IN BOX,105,89.25,17,Medium Demand,Maintain Stock
21129,SILVER FISHING GNOME ,105,709.3000000000001,42,Medium Demand,Maintain Stock
79191D,RETRO PLASTIC DAISY TRAY,105,89.25,31,Medium Demand,Maintain Stock
22503,CABIN BAG VINTAGE PAISLEY,105,2417.15,35,Medium Demand,Maintain Stock
47562,ENGLISH ROSE IRONING BOARD COVER,104,390.0,41,Medium Demand,Maintain Stock
23180,MUM'S KITCHEN CLOCK,104,471.90000000000003,36,Medium Demand,Maintain Stock
84913B,MINT GREEN ROSE TOWEL,104,483.6,30,Medium Demand,Maintain Stock
37482P,CUBIC MUG PINK POLKA DOT,104,265.2,18,Medium Demand,Maintain Stock
21529,RED RETROSPOT TOASTRACK,104,349.8,35,Medium Demand,Maintain Stock
21630,FLOOR CUSHION ELEPHANT CARNIVAL,104,908.8,47,Medium Demand,Maintain Stock
21331,MOROCCAN BEATEN METAL DISH LARGE,104,793.74,24,Medium Demand,Maintain Stock
85135C,RED DRAGONFLY HELICOPTER,103,818.85,65,Medium Demand,Maintain Stock
79303B,BLUE STAR BLOCK TABLE LAMP,103,303.85,4,Medium Demand,Maintain Stock
47348A,FUSCHIA VOILE POINTY SHOE DEC,103,62.01,16,Medium Demand,Maintain Stock
84918,CREAM CUSHION COVER WITH FLOWERS,103,355.85,14,Medium Demand,Maintain Stock
23196,RETRO LEAVES MAGNETIC NOTEPAD,103,149.35,17,Medium Demand,Maintain Stock
22899,CHILDRENS APRON DOLLY GIRL ,103,216.3,15,Medium Demand,Maintain Stock
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",103,128.75,9,Medium Demand,Maintain Stock
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,103,337.25,19,Medium Demand,Maintain Stock
23413,VINTAGE COFFEE GRINDER BOX,102,485.7,23,Medium Demand,Maintain Stock
46776C,WOVEN FROST CUSHION COVER,102,238.5,17,Medium Demand,Maintain Stock
22453,MEASURING TAPE RUSSIAN DOLL BLUE,102,300.90000000000003,27,Medium Demand,Maintain Stock
21632,VINTAGE PINK DECORATIVE PARASOL,102,772.5,32,Medium Demand,Maintain Stock
90120D,WHITE MURANO TWIST BRACELET,102,418.25,20,Medium Demand,Maintain Stock
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,102,124.2,11,Medium Demand,Maintain Stock
22588,CARDHOLDER GINGHAM HEART,102,216.9,2,Medium Demand,Maintain Stock
85097B,BLUE ROCKING SINGING CANARY,101,378.75,36,Medium Demand,Maintain Stock
22785,CUSHION COVER PINK UNION FLAG,101,643.35,22,Medium Demand,Maintain Stock
84877D,BLUE ROUND COMPACT MIRROR,101,173.75,15,Medium Demand,Maintain Stock
21758,VINTAGE SHELLS PRINT,101,647.45,45,Medium Demand,Maintain Stock
90108,BLUE BLOSSOM HAIR CLIP,101,106.05,13,Medium Demand,Maintain Stock
47593B,SCOTTIES DESIGN BABY BIB,101,126.25,17,Medium Demand,Maintain Stock
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,101,174.05,8,Medium Demand,Maintain Stock
82607E,GLASS BONBON JAR. D'AMANDES,101,126.25,25,Medium Demand,Maintain Stock
20782,CAMOUFLAGE EAR MUFF HEADPHONES,101,556.25,51,Medium Demand,Maintain Stock
35963,FOLKART ZINC CLIP ON ANGEL WINGS,101,38.379999999999995,11,Medium Demand,Maintain Stock
84509B,FAIRY CAKE PLACEMATS,100,355.8,22,Medium Demand,Maintain Stock
16201A,PASTEL PINK PHOTO ALBUM,100,199.8,8,Medium Demand,Maintain Stock
23231,WRAP  VINTAGE DOILEY ,100,42.0,2,Medium Demand,Maintain Stock
82093,HEART SHAPE BUTTON FRAME ,100,150.0,7,Medium Demand,Maintain Stock
79329,PINK FLOCK GLASS CANDLEHOLDER,100,65.94,7,Medium Demand,Maintain Stock
22987,WRAP SUMMER ROSE DESIGN,100,42.0,4,Medium Demand,Maintain Stock
85081,PADDED HOLLY CHRISTMAS DECORATION ,100,44.49,20,Medium Demand,Maintain Stock
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,100,489.40000000000003,28,Medium Demand,Maintain Stock
22511,DOORSTOP RUSSIAN DOLL RETROSPOT,100,363.48,34,Medium Demand,Maintain Stock
22770,MIRROR CORNICE,100,1477.3999999999999,63,Medium Demand,Maintain Stock
84462,3 PINK HEN+CHICKS IN BASKET,99,112.35,13,Medium Demand,Maintain Stock
90161C,ANT COPPER LIME BOUDICCA BRACELET,99,490.05,34,Medium Demand,Maintain Stock
90088,CRYSTAL KEY+LOCK PHONE CHARM,99,84.14999999999999,12,Medium Demand,Maintain Stock
72133,COLUMBIAN CANDLE RECTANGLE,99,102.87,27,Medium Demand,Maintain Stock
85024C,PINK SMALL JEWELLED PHOTOFRAME,99,163.35,42,Medium Demand,Maintain Stock
23042,PAPER LANTERN 7 POINT SNOW STAR,99,658.35,25,Medium Demand,Maintain Stock
84901,BLACK FACE LAMB WITH PANTS,98,365.34,56,Medium Demand,Maintain Stock
85135B,BLUE DRAGONFLY HELICOPTER,98,779.1,76,Medium Demand,Maintain Stock
84671B,CROCHET BEAR WITH BLUE STRIPES,98,249.9,24,Medium Demand,Maintain Stock
47351B,BLUE  VOILE LAMPSHADE,98,269.90000000000003,14,Medium Demand,Maintain Stock
75172,PAINTED SEA SHELL METAL WINDCHIME,97,100.31,11,Medium Demand,Maintain Stock
23149,ANTIQUE IVORY WIRE BOWL SMALL,97,241.53,19,Medium Demand,Maintain Stock
35913B,WHITE/PINK CHICK EASTER DECORATION,97,82.45,19,Medium Demand,Maintain Stock
79532,MOSAIC GLASS BALL CANDLEHOLDER,97,121.25,18,Medium Demand,Maintain Stock
35838B,S/6 SILVER ORNAMENETAL CANDLE,97,82.45,22,Medium Demand,Maintain Stock
35637C,PINK STRING CURTAIN WITH POLE,97,273.34999999999997,16,Medium Demand,Maintain Stock
84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,96,220.79999999999998,26,Medium Demand,Maintain Stock
84247N,PACK/12 BLUE FOLKART CARDS,96,283.20000000000005,39,Medium Demand,Maintain Stock
16206B,RED PURSE WITH PINK HEART,96,116.4,16,Medium Demand,Maintain Stock
84563B,BLUE & WHITE BREAKFAST TRAY,96,370.20000000000005,37,Medium Demand,Maintain Stock
21629,SQUARE FLOOR CUSHION VINTAGE RED,96,753.2,46,Medium Demand,Maintain Stock
23438,GIFT BAG LARGE SPOT ,96,120.0,6,Medium Demand,Maintain Stock
21460,GREEN EASTER EGG HUNT START POST,96,187.2,20,Medium Demand,Maintain Stock
21128,GOLD FISHING GNOME,96,464.71000000000004,28,Medium Demand,Maintain Stock
84509C,SET OF 4 POLKADOT PLACEMATS ,96,340.8,32,Medium Demand,Maintain Stock
84508C,BLUE CIRCLES DESIGN TEDDY,96,244.8,36,Medium Demand,Maintain Stock
22176,BLUE OWL DECORATION,96,244.8,1,Medium Demand,Maintain Stock
22175,PINK OWL DECORATION,96,244.8,1,Medium Demand,Maintain Stock
17014C,ORIGAMI LAVENDER INCENSE CONES,96,40.32,1,Medium Demand,Maintain Stock
22324,BAG FOR CHILDREN VINTAGE BLUE ,96,408.0,1,Medium Demand,Maintain Stock
22323,BAG FOR CHILDREN VINTAGE PINK ,96,408.0,1,Medium Demand,Maintain Stock
22825,DECORATIVE PLANT POT WITH FRIEZE,96,751.2,34,Medium Demand,Maintain Stock
22529,MAGIC SLATE GO TO THE FAIR ,96,40.32,2,Medium Demand,Maintain Stock
22532,MAGIC SLATE LEAP FROG ,96,40.32,2,Medium Demand,Maintain Stock
22579,WOODEN TREE CHRISTMAS SCANDISPOT,96,81.6,3,Medium Demand,Maintain Stock
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",96,81.6,8,Medium Demand,Maintain Stock
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55,7,Medium Demand,Maintain Stock
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,95,324.25,42,Medium Demand,Maintain Stock
90214E,"LETTER ""E"" BLING KEY RING",95,94.75,33,Medium Demand,Maintain Stock
90210B,CLEAR ACRYLIC FACETED BANGLE,95,211.25,17,Medium Demand,Maintain Stock
21228,"POCKET MIRROR ""GLAMOROUS""",95,118.75,29,Medium Demand,Maintain Stock
16202C,BEIGE PHOTO ALBUM,94,201.29999999999998,10,Medium Demand,Maintain Stock
84680,CLASSICAL ROSE URN,94,372.3,17,Medium Demand,Maintain Stock
37475,SET/4 COLOURFUL MIXING BOWLS,94,891.5,51,Medium Demand,Maintain Stock
90199C,5 STRAND GLASS NECKLACE CRYSTAL,94,553.9,26,Medium Demand,Maintain Stock
84600,NEW BAROQUE JEWELLERY BOX ,94,717.3000000000001,39,Medium Demand,Maintain Stock
84081,WHITE CERAMIC PARTY SET (5PCS),94,337.58,15,Medium Demand,Maintain Stock
46776E,WOVEN CANDY CUSHION COVER ,93,193.95000000000002,11,Medium Demand,Maintain Stock
17014E,ORIGAMI OPIUM INCENSE CONES,93,33.3,4,Medium Demand,Maintain Stock
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,93,368.25,28,Medium Demand,Maintain Stock
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",93,35.34,2,Medium Demand,Maintain Stock
23489,"GARLAND, VINTAGE BELLS",92,265.88,10,Medium Demand,Maintain Stock
84563A,PINK & WHITE BREAKFAST TRAY,92,394.40000000000003,33,Medium Demand,Maintain Stock
84429A,MEDIUM PINK BUDDHA HEAD ,92,271.40000000000003,27,Medium Demand,Maintain Stock
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,92,848.8,26,Medium Demand,Maintain Stock
22882,NUMBER TILE VINTAGE FONT 3,91,125.89,25,Medium Demand,Maintain Stock
85145,JARDIN ETCHED GLASS LARGE BELL JAR,91,809.05,30,Medium Demand,Maintain Stock
90002D,FLOWER BURST SILVER RING CRYSTAL,91,316.25,21,Medium Demand,Maintain Stock
90201A,PURPLE ENAMEL FLOWER RING,91,268.45000000000005,20,Medium Demand,Maintain Stock
35610C,WHITE CHRISTMAS FLOCK DROPLET ,91,73.91,6,Medium Demand,Maintain Stock
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,91,689.49,40,Medium Demand,Maintain Stock
90092,BLUE CRYSTAL BOOT PHONE CHARM,91,77.35,7,Medium Demand,Maintain Stock
35962,SET/12 ZINC CHRISTMAS DECORATIONS,91,191.10000000000002,15,Medium Demand,Maintain Stock
82607C,GLASS BONBON JAR. SUPERFINES,90,112.5,21,Medium Demand,Maintain Stock
84497,BUTTONS AND STRIPES NOTEBOOK ,90,337.5,32,Medium Demand,Maintain Stock
85095,THREE CANVAS LUGGAGE TAGS,90,143.85999999999999,11,Medium Demand,Maintain Stock
84461,12 PINK HEN+CHICKS IN BASKET,90,229.5,34,Medium Demand,Maintain Stock
90201C,RED ENAMEL FLOWER RING,89,262.55,19,Medium Demand,Maintain Stock
85136A,YELLOW SHARK HELICOPTER,89,707.55,67,Medium Demand,Maintain Stock
84974,S/2 ZINC HEART DESIGN PLANTERS,89,879.55,57,Medium Demand,Maintain Stock
23522,WALL ART DOG AND BALL ,89,226.29,17,Medium Demand,Maintain Stock
23496,PANTRY KITCHEN THERMOMETER ,88,110.0,22,Low Demand,Reduce Stock
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,88,374.0,34,Low Demand,Reduce Stock
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,88,94.8,6,Low Demand,Reduce Stock
84968D,SET OF 16 VINTAGE RED CUTLERY,88,1146.42,42,Low Demand,Reduce Stock
20796,SMALL BLUE PROVENCAL CERAMIC BALL,88,145.2,13,Low Demand,Reduce Stock
90089,PINK CRYSTAL SKULL PHONE CHARM,88,66.22,11,Low Demand,Reduce Stock
72814,SET/3 CHRISTMAS BRIAR CANDLES,88,330.0,21,Low Demand,Reduce Stock
17090D,VANILLA INCENSE 40 CONES IN TIN,88,105.2,28,Low Demand,Reduce Stock
23069,EDWARDIAN PHOTO FRAME,87,543.75,31,Low Demand,Reduce Stock
47591A,CAROUSEL DES CHILD'S APRON,87,143.54999999999998,33,Low Demand,Reduce Stock
85089,CANDY SPOT BUNNY,87,249.45000000000005,18,Low Demand,Reduce Stock
90161B,ANT COPPER TURQ BOUDICCA BRACELET,87,430.65,26,Low Demand,Reduce Stock
37508,NEW ENGLAND CERAMIC CAKE SERVER,87,221.85,44,Low Demand,Reduce Stock
23523,WALL ART TREASURE AHOY ,87,317.97,22,Low Demand,Reduce Stock
16162M,THE KING GIFT BAG 25x24x12cm,86,36.12,12,Low Demand,Reduce Stock
82553,POP'S GREASY SPOON METAL SIGN,86,141.9,20,Low Demand,Reduce Stock
81952V,ROUND PURPLE CLOCK W/SUCKER,86,68.9,10,Low Demand,Reduce Stock
23537,WALL ART I LOVE LONDON ,86,387.3,19,Low Demand,Reduce Stock
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,86,699.7,23,Low Demand,Reduce Stock
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,86,107.5,23,Low Demand,Reduce Stock
22802,FAUX FUR CHOCOLATE THROW,86,1454.7,46,Low Demand,Reduce Stock
35916C,PINK FELT HANGING HEART W FLOWER,85,72.25,9,Low Demand,Reduce Stock
84454,WOBBLING METAL CHICKEN EASTER,85,72.25,13,Low Demand,Reduce Stock
84753A,PINK EAU DE COLOGNE BOTTLE,85,72.25,15,Low Demand,Reduce Stock
23477,WOODLAND LARGE BLUE FELT HEART,85,106.25,8,Low Demand,Reduce Stock
90198B,VINTAGE ROSE BEAD BRACELET BLACK,85,361.25,32,Low Demand,Reduce Stock
85121C,RETRO LAUNDRY TUB PISTACHIO,85,722.5,42,Low Demand,Reduce Stock
21394,RED SPOTTY BEAKER ,85,165.75,16,Low Demand,Reduce Stock
23117,POPPY FIELDS CHOPPING BOARD,85,420.75,39,Low Demand,Reduce Stock
22885,NUMBER TILE VINTAGE FONT 6 ,85,114.19,16,Low Demand,Reduce Stock
22486,PLASMATRONIC LAMP,85,698.89,25,Low Demand,Reduce Stock
22195,HEART MEASURING SPOONS LARGE,84,138.6,5,Low Demand,Reduce Stock
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,84,56.28,10,Low Demand,Reduce Stock
22328,"ROUND SNACK BOXES ,SET 4, FRUITS ",84,247.8,5,Low Demand,Reduce Stock
35004P,SET OF 3 PINK FLYING DUCKS,84,354.6,21,Low Demand,Reduce Stock
21193,WHITE HONEYCOMB PAPER FAN ,84,158.36,14,Low Demand,Reduce Stock
84576,BLUE CAT BISCUIT BARREL PINK HEART,84,264.0,21,Low Demand,Reduce Stock
84706C,PINK FLOCK TABLE CLOCK ,84,170.8,4,Low Demand,Reduce Stock
90114,SUMMER DAISIES BAG CHARM,84,214.2,19,Low Demand,Reduce Stock
21304,ARCHED GREY MIRROR,84,540.6,16,Low Demand,Reduce Stock
82011B,BATHROOM SCALES RUBBER DUCKS,84,287.8,39,Low Demand,Reduce Stock
84526,GIANT BLACK SUNGLASSES,84,163.79999999999998,31,Low Demand,Reduce Stock
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,84,249.11,14,Low Demand,Reduce Stock
22346,PARTY PIZZA DISH GREEN RETROSPOT,83,70.55,14,Low Demand,Reduce Stock
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,83,527.05,35,Low Demand,Reduce Stock
35979,SIX STRING SCANDINAVIAN HEART DECS,83,244.85000000000002,19,Low Demand,Reduce Stock
84705B,FAIRY CAKES PHOTO FRAME,83,103.75,2,Low Demand,Reduce Stock
84745B,BLUE HANGING GINGHAM EASTER HEN,83,34.86,17,Low Demand,Reduce Stock
90201D,GREEN ENAMEL FLOWER RING,83,244.85000000000002,16,Low Demand,Reduce Stock
72715,SPHERICAL IVORY CANDLE ,82,34.44,12,Low Demand,Reduce Stock
23128,DOLLCRAFT BOY JEAN-PAUL ,82,373.9,12,Low Demand,Reduce Stock
23044,PAPER LANTERN 9 POINT HOLLY STAR S,82,340.3,19,Low Demand,Reduce Stock
85090,CANDY SPOT APRON,82,381.3,35,Low Demand,Reduce Stock
90208,PAIR OF ENAMEL FLOWER CLUSTER SLIDE,82,192.9,8,Low Demand,Reduce Stock
16020C,CLEAR STATIONERY BOX SET ,82,69.69999999999999,24,Low Demand,Reduce Stock
84762B,PINK PICNIC BARBECUE BUCKET,82,574.3000000000001,21,Low Demand,Reduce Stock
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,9,Low Demand,Reduce Stock
84464,S/60 PINK FLUFFY CHICKS IN BOX,82,179.1,11,Low Demand,Reduce Stock
20695,FLORAL BLUE MONSTER,82,332.0,26,Low Demand,Reduce Stock
20997,ROSE DU SUD CUSHION COVER ,81,400.95,28,Low Demand,Reduce Stock
35809B,ENAMEL BLUE RIM TEA CONTAINER,81,162.48,22,Low Demand,Reduce Stock
16248B,BLUE HOLE PUNCH,81,101.25,12,Low Demand,Reduce Stock
90160C,TURQ+RED BOUDICCA LARGE BRACELET,81,562.95,32,Low Demand,Reduce Stock
22881,NUMBER TILE VINTAGE FONT 2,81,106.39,14,Low Demand,Reduce Stock
16202E,BLACK PHOTO ALBUM ,81,150.6,13,Low Demand,Reduce Stock
37462E,"PET MUG, GOLDFISH",81,28.27,9,Low Demand,Reduce Stock
90030C,BROWN KUKUI COCONUT SEED NECKLACE,81,115.65,10,Low Demand,Reduce Stock
90214J,"LETTER ""J"" BLING KEY RING",81,89.73,30,Low Demand,Reduce Stock
23019,SMALL APOTHECARY MEASURING JAR ,81,629.05,28,Low Demand,Reduce Stock
35603C,SET/16 WHITE SHINY & MATT BAUBLES,80,47.04,22,Low Demand,Reduce Stock
20910,VINTAGE PHOTO ALBUM PARIS DAYS,80,488.79999999999995,28,Low Demand,Reduce Stock
81950B,FLOWER BLUE CLOCK W/SUCKER,80,68.0,15,Low Demand,Reduce Stock
23137,ZINC WIRE SWEETHEART LETTER TRAY,80,253.24,20,Low Demand,Reduce Stock
